geneId,msEntrez,geneSymbol,DSI,DPI,diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,score,EI,YearInitial,YearFinal,NofPmids,NofSnps,source
51642,21645,MRPL48,1,0.034,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2018,2018,1,1,GWASCAT
51701,27215,NLK,0.672,0.379,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2017,2017,1,1,GWASCAT
51738,27261,GHRL,0.511,0.655,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.3,,2009,2009,1,0,CTD_human
53942,109154,CNTN5,0.785,0.138,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2017,2017,1,1,GWASCAT
54541,215015,DDIT4,0.648,0.517,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2014,2014,1,0,PSYGENET
54545,215015,MTMR12,0.857,0.103,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2016,2016,1,1,GWASCAT
54584,170731,GNB1L,0.762,0.31,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,0,2011,2011,1,0,BEFREE;PSYGENET
54805,80883,CNNM2,0.619,0.345,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2013,2013,1,1,GWASCAT
54862,245684,CC2D1A,0.743,0.31,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.31,0.5,2010,2011,2,0,BEFREE;PSYGENET
54997,228662,TESC,0.636,0.586,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2018,2018,1,0,BEFREE
55068,66446,ENOX1,0.834,0.31,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2013,2013,1,1,GWASCAT;GWASDB
55117,230866,SLC6A15,0.785,0.241,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.34,1,2011,2017,4,0,BEFREE;PSYGENET
55193,320244,PBRM1,0.59,0.517,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2014,2014,1,41,GWASDB
55238,229584,SLC38A7,0.815,0.276,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2002,2002,1,0,BEFREE
55671,69632,PPP4R3A,0.857,0.138,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2017,2017,1,1,GWASCAT
55784,433926,MCTP2,0.645,0.517,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2008,2008,1,0,BEFREE;PSYGENET
55830,244698,GLT8D1,0.834,0.069,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.4,1,2014,2014,2,7,GWASDB;PSYGENET
55964,68614,SEPT3,0.886,0.172,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2015,2015,1,1,GWASCAT
56267,102423,KYAT3,0.785,0.276,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2011,2011,1,0,PSYGENET
56339,217692,METTL3,0.886,0.069,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
57084,67675,SLC17A6,0.707,0.276,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2010,2010,1,0,PSYGENET
57113,245847,TRPC7,0.815,0.103,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2001,2001,1,0,BEFREE
57412,212442,AS3MT,0.672,0.31,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2013,2013,1,1,GWASCAT
57628,70160,DPP10,0.752,0.345,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2017,2017,1,1,GWASCAT
57719,57437,ANO8,0.928,0.103,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2017,2017,1,1,GWASCAT
60482,77626,SLC5A7,0.659,0.448,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2008,2008,1,0,PSYGENET
60675,319613,PROK2,0.592,0.552,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2009,2010,3,0,BEFREE;PSYGENET
64067,231147,NPAS3,0.735,0.241,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2010,2010,1,0,BEFREE;PSYGENET
64077,70575,LHPP,0.834,0.241,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2009,2015,2,0,BEFREE;PSYGENET
64084,74131,CLSTN2,0.762,0.31,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
64288,218629,ZSCAN31,0.815,0.207,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2017,2017,1,1,GWASCAT
64478,109050,CSMD1,0.639,0.379,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2013,2013,1,1,GWASCAT
65018,80857,PINK1,0.577,0.586,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2008,2008,1,0,BEFREE;PSYGENET
65059,224250,RAPH1,0.621,0.483,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2015,2015,1,0,PSYGENET
78996,83379,CYREN,0.773,0.207,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2010,2010,1,0,BEFREE
79068,83560,FTO,0.519,0.828,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,0,2015,2015,1,0,BEFREE
80114,246691,BICC1,0.685,0.448,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2010,2013,2,2,GWASDB
80232,216445,WDR26,0.707,0.517,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
83741,268882,TFAP2D,0.928,0.103,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2017,2017,1,1,GWASCAT
84062,381694,DTNBP1,0.619,0.379,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.33,1,2005,2011,5,0,BEFREE;PSYGENET
84079,230379,ANKRD27,0.928,0.138,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2013,2013,1,1,GWASCAT;GWASDB
84152,328108,PPP1R1B,0.624,0.379,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
84626,381629,KRBA1,1,0.034,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2017,2017,1,1,GWASCAT
84687,54378,PPP1R9B,0.713,0.241,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2004,2004,1,0,BEFREE
84833,234730,ATP5MD,1,0.034,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2017,2017,1,1,GWASCAT
84876,327900,ORAI1,0.565,0.655,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2017,2017,1,1,GWASCAT
85413,170790,SLC22A16,0.707,0.276,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2006,2006,1,0,BEFREE
85458,72831,DIXDC1,0.681,0.207,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.3,,2016,2016,1,0,CTD_human
89832,268880,CHRFAM7A,0.672,0.207,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
91752,66333,ZNF804A,0.639,0.379,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
92369,234700,SPSB4,0.928,0.069,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2017,2017,1,1,GWASCAT
93986,75953,FOXP2,0.598,0.517,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,0,BEFREE;PSYGENET
112885,50912,PHF21B,0.799,0.138,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2017,2017,1,0,BEFREE
114131,26909,UCN3,0.659,0.586,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2008,2008,1,0,PSYGENET
116285,226517,ACSM1,0.815,0.172,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2015,2015,1,0,BEFREE;PSYGENET
121278,228911,TPH2,0.562,0.552,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.8,0.8,2005,2018,30,3,BEFREE;CTD_human;MGD;PSYGENET
127064,19200,OR2T12,1,0.034,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2017,2017,1,1,GWASCAT
128674,57014,PROKR2,0.567,0.621,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.02,1,2009,2010,2,0,BEFREE
138649,71712,ANKRD19P,1,0.034,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2018,2018,1,1,GWASCAT
140767,214585,NRSN1,0.652,0.655,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,1999,1999,1,0,BEFREE
140947,66882,DCANP1,0.857,0.069,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.32,0.6666667,2010,2014,3,0,BEFREE;PSYGENET
145270,52348,PRIMA1,0.63,0.517,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2012,2012,1,0,PSYGENET
146713,70511,RBFOX3,0.69,0.414,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
160851,17069,DGKH,0.707,0.276,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,0,BEFREE;PSYGENET
166614,74450,DCLK2,0.928,0.069,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2017,2017,1,1,GWASCAT
166752,218442,FREM3,0.815,0.207,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,0,BEFREE;PSYGENET
170690,59024,ADAMTS16,0.743,0.276,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.1,,2014,2014,1,1,GWASCAT
255239,665596,ANKK1,0.624,0.414,C0041696,Unipolar Depression,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,1,BEFREE
627,13872,BDNF,0.382,0.828,C0042693,Violence,phenotype,"",Mental or Behavioral Dysfunction,0.01,1,2008,2008,1,2,BEFREE
1312,268482,COMT,0.426,0.897,C0042693,Violence,phenotype,"",Mental or Behavioral Dysfunction,0.04,0.75,1998,2013,4,1,BEFREE
1437,17350,CSF2,0.356,0.966,C0042693,Violence,phenotype,"",Mental or Behavioral Dysfunction,0.01,1,1995,1995,1,0,BEFREE
1557,17986,CYP2C19,0.501,0.793,C0042693,Violence,phenotype,"",Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
1565,18015,CYP2D6,0.461,0.724,C0042693,Violence,phenotype,"",Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
1813,54128,DRD2,0.454,0.724,C0042693,Violence,phenotype,"",Mental or Behavioral Dysfunction,0.01,1,2017,2017,1,0,BEFREE
1815,54128,DRD4,0.536,0.414,C0042693,Violence,phenotype,"",Mental or Behavioral Dysfunction,0.01,1,2017,2017,1,0,BEFREE
2908,58992,NR3C1,0.427,0.793,C0042693,Violence,phenotype,"",Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
3918,12299,LAMC2,0.419,0.931,C0042693,Violence,phenotype,"",Mental or Behavioral Dysfunction,0.01,1,1995,1995,1,0,BEFREE
4128,13371,MAOA,0.497,0.655,C0042693,Violence,phenotype,"",Mental or Behavioral Dysfunction,0.08,1,2006,2016,8,0,BEFREE
6532,13016,SLC6A4,0.446,0.724,C0042693,Violence,phenotype,"",Mental or Behavioral Dysfunction,0.01,1,2008,2008,1,0,BEFREE
406,12843,ARNTL,0.569,0.621,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,2008,2016,2,0,BEFREE;PSYGENET
627,13872,BDNF,0.382,0.828,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,2,BEFREE
1312,268482,COMT,0.426,0.897,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2010,2010,1,0,BEFREE
1407,16511,CRY1,0.619,0.586,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2013,2013,1,0,PSYGENET
1408,17161,CRY2,0.648,0.552,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2013,2013,1,0,PSYGENET
1636,18242,ACE,0.367,0.897,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,0,1997,1997,1,0,BEFREE
1815,54128,DRD4,0.536,0.414,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.34,1,2004,2010,4,0,BEFREE;PSYGENET
2784,12021,GNB3,0.533,0.724,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2004,2004,1,1,BEFREE
2925,14161,GRPR,0.609,0.517,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2010,2010,1,0,BEFREE
2969,14573,GTF2I,0.565,0.655,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2007,2007,1,0,BEFREE
3350,12475,HTR1A,0.529,0.621,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2010,2010,1,0,BEFREE
3356,21354,HTR2A,0.488,0.759,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.38,1,1997,2010,8,2,BEFREE;PSYGENET
3358,21354,HTR2C,0.579,0.414,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2001,2005,2,1,BEFREE;PSYGENET
4852,19038,NPY,0.469,0.69,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,1997,1997,1,0,PSYGENET
4862,19075,NPAS2,0.659,0.345,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.32,1,2003,2016,6,0,BEFREE;LHGDN;PSYGENET
5020,67891,OXT,0.528,0.621,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
5663,11487,PSEN1,0.49,0.69,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
5997,21935,RGS2,0.598,0.655,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
6095,12236,RORA,0.645,0.552,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.3,1,2013,2013,1,0,PSYGENET
6531,13016,SLC6A3,0.484,0.69,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,0,BEFREE
6532,13016,SLC6A4,0.446,0.724,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.4,1,1998,2015,15,1,BEFREE;PSYGENET
8863,12615,PER3,0.607,0.517,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2008,2012,2,0,BEFREE;PSYGENET
9248,330817,GPR50,0.799,0.103,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,1,BEFREE;PSYGENET
9572,14027,NR1D1,0.648,0.483,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2012,2013,2,0,BEFREE;PSYGENET
9575,14027,CLOCK,0.505,0.897,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2000,2012,3,1,BEFREE;PSYGENET
9855,14390,FARP2,0.735,0.483,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,1,1992,1992,1,0,BEFREE
10927,16779,SPIN1,0.773,0.241,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.01,1,2007,2007,1,0,BEFREE
94233,385354,OPN4,0.672,0.448,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.34,0.75,2009,2013,4,1,BEFREE;PSYGENET
121278,228911,TPH2,0.562,0.552,C0085159,Seasonal Affective Disorder,disease,F03,Mental or Behavioral Dysfunction,0.02,1,2014,2016,2,0,BEFREE
473,12896,RERE,0.582,0.655,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
1717,103737,DHCR7,0.527,0.759,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
2314,12374,FLII,0.567,0.655,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
2563,17970,GABRD,0.648,0.379,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
3251,16194,HPRT1,0.518,0.793,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2018,2018,1,0,BEFREE
4128,13371,MAOA,0.497,0.655,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
4914,546336,NTRK1,0.443,0.759,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
4952,19216,OCRL,0.577,0.586,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
6134,66671,RPL10,0.659,0.621,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
6497,67337,SKI,0.545,0.69,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
7086,13731,TKT,0.624,0.655,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
7915,11690,ALDH5A1,0.609,0.345,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
8514,12328,KCNAB2,0.676,0.448,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
10522,16398,DEAF1,0.6,0.552,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
10743,16525,RAI1,0.558,0.621,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
23096,53382,IQSEC2,0.619,0.517,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
23126,140630,POGZ,0.652,0.414,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
25836,109904,NIPBL,0.557,0.69,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
55777,433926,MBD5,0.58,0.552,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
57520,66307,HECW2,0.701,0.345,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
63976,217369,PRDM16,0.573,0.621,C0085271,Self-Injurious Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,0,HPO
19,11370,ABCA1,0.484,0.793,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
25,110446,ABL1,0.475,0.69,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.05,1,2011,2014,5,0,BEFREE
125,17025,ADH1B,0.525,0.759,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.02,1,2013,2014,2,0,BEFREE
207,109900,AKT1,0.355,0.862,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.04,1,2007,2013,4,0,BEFREE
217,109900,ALDH2,0.481,0.862,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.03,1,2012,2014,3,0,BEFREE
238,11977,ALK,0.448,0.724,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.02,1,2011,2011,2,0,BEFREE
240,11977,ALOX5,0.482,0.724,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,0,BEFREE
367,71991,AR,0.38,0.793,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.02,1,2009,2010,2,0,BEFREE
472,12896,ATM,0.401,0.862,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.02,1,2014,2015,2,0,BEFREE
474,13010,ATOH1,0.659,0.276,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2008,2008,1,0,BEFREE
596,13849,BCL2,0.312,0.862,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.03,1,2008,2016,3,0,BEFREE
604,13849,BCL6,0.488,0.655,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
627,13872,BDNF,0.382,0.828,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.08,1,2005,2018,8,0,BEFREE
648,110842,BMI1,0.477,0.69,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,0,BEFREE
673,14071,BRAF,0.352,0.793,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.04,1,2003,2013,4,1,BEFREE
708,14085,C1QBP,0.636,0.483,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
801,14343,CALM1,0.469,0.793,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
805,14420,CALM2,0.472,0.793,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
808,14420,CALM3,0.479,0.793,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
814,14635,CAMK4,0.659,0.621,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2008,2008,1,0,BEFREE
861,74185,RUNX1,0.467,0.69,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
925,14609,CD8A,0.648,0.414,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
1012,14751,CDH13,0.529,0.793,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2009,2009,1,0,BEFREE
1022,227753,CDK7,0.707,0.31,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.04,1,2012,2018,4,0,BEFREE
1025,227753,CDK9,0.616,0.586,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
1027,227753,CDKN1B,0.424,0.724,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2010,2010,1,0,BEFREE
1129,15288,CHRM2,0.596,0.586,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2010,2010,1,0,BEFREE
1134,15288,CHRNA1,0.624,0.552,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2009,2009,1,0,BEFREE
1136,15288,CHRNA3,0.584,0.448,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.02,1,2011,2014,2,0,BEFREE
1137,15356,CHRNA4,0.521,0.586,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.03,1,1998,2014,3,0,BEFREE
1138,15356,CHRNA5,0.598,0.414,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
1143,15356,CHRNB4,0.642,0.345,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.02,1,2011,2014,2,0,BEFREE
1268,16449,CNR1,0.47,0.69,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.04,1,2005,2012,4,4,BEFREE
1312,268482,COMT,0.426,0.897,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.06,1,2005,2017,6,1,BEFREE
1385,15450,CREB1,0.494,0.793,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2008,2008,1,0,BEFREE
1386,15450,ATF2,0.594,0.724,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
1387,15450,CREBBP,0.451,0.862,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.02,1,2011,2016,2,1,BEFREE
1392,16956,CRH,0.456,0.759,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.03,1,2010,2015,3,0,BEFREE
1393,16956,CRHBP,0.701,0.345,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2009,2009,1,0,BEFREE
1394,16956,CRHR1,0.545,0.69,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
1555,17986,CYP2B6,0.437,0.828,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.02,1,2013,2014,2,0,BEFREE
1812,54128,DRD1,0.555,0.517,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.04,1,1997,2014,4,0,BEFREE
1813,54128,DRD2,0.454,0.724,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,1,1994,2015,12,0,BEFREE
1814,54128,DRD3,0.527,0.552,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.02,1,2014,2016,2,0,BEFREE
1815,54128,DRD4,0.536,0.414,C0085281,Addictive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.07,1,2004,2015,7,0,BEFREE
