geneId,msEntrez,geneSymbol,DSI,DPI,diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,score,EI,YearInitial,YearFinal,NofPmids,source
6687,13211,SPG7,0.784,0.357,C0013362,Dysarthria,disease,C10;C23,Mental or Behavioral Dysfunction,0.7,,2015,2015,1,CLINVAR
23111,20563,SPART,0.923,0.107,C0013362,Dysarthria,disease,C10;C23,Mental or Behavioral Dysfunction,0.7,,2015,2015,1,CLINVAR
6834,13424,SURF1,1,0.071,C0013362,Dysarthria,disease,C10;C23,Mental or Behavioral Dysfunction,0.7,,2015,2015,1,CLINVAR
6834,13424,SURF1,0.821,0.143,C0013362,Dysarthria,disease,C10;C23,Mental or Behavioral Dysfunction,0.7,,2015,2015,1,CLINVAR
1392,16956,CRH,0.456,0.759,C0013415,Dysthymic Disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2000,2000,1,PSYGENET
2596,67041,GAP43,0.624,0.517,C0013415,Dysthymic Disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2000,2000,1,PSYGENET
3557,16409,IL1RN,0.398,0.897,C0013415,Dysthymic Disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2004,2004,1,PSYGENET
4128,13371,MAOA,0.497,0.655,C0013415,Dysthymic Disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
4915,546336,NTRK2,0.514,0.586,C0013415,Dysthymic Disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2005,2005,1,PSYGENET
6532,13016,SLC6A4,0.446,0.724,C0013415,Dysthymic Disorder,disease,F03,Mental or Behavioral Dysfunction,0.31,1,2004,2004,1,PSYGENET
60,20391,ACTB,0.453,0.862,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
71,11564,ACTG1,0.567,0.759,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2260,11634,FGFR1,0.388,0.759,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2896,12961,GRN,0.476,0.724,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3845,12039,KRAS,0.35,0.724,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
4137,13490,MAPT,0.492,0.724,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5339,20415,PLEC,0.569,0.655,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5663,11487,PSEN1,0.49,0.69,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6595,13135,SMARCA2,0.559,0.69,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6925,13495,TCF4,0.494,0.655,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
7319,14467,UBE2A,0.727,0.31,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
7415,14780,VCP,0.502,0.828,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
8878,13032,SQSTM1,0.49,0.828,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
9509,13714,ADAMTS2,0.63,0.621,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
10743,16525,RAI1,0.558,0.621,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54209,233900,TREM2,0.572,0.552,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54664,27999,TMEM106B,0.624,0.379,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
79813,69538,EHMT1,0.579,0.586,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
150468,12992,CKAP2L,0.672,0.379,C0013528,Echolalia,phenotype,C10;C23,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
351,11448,APP,0.43,0.862,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
410,12836,ARSA,0.547,0.724,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
593,13849,BCKDHA,0.69,0.276,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
594,13849,BCKDHB,0.656,0.517,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
617,13872,BCS1L,0.573,0.586,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
1371,16881,CPOX,0.554,0.724,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
1512,17926,CTSH,0.663,0.517,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
1593,667034,CYP27A1,0.582,0.655,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
1629,18241,DBT,0.659,0.345,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
1893,19226,ECM1,0.639,0.483,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2896,12961,GRN,0.476,0.724,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3028,17528,HSD17B10,0.645,0.483,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3060,18823,HCRT,0.579,0.724,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3119,21405,HLA-DQB1,0.446,0.862,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3123,21405,HLA-DRB1,0.347,0.897,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
4340,14823,MOG,0.621,0.655,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
4512,16420,COX1,0.494,0.862,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
4513,16420,COX2,0.397,0.862,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
4514,17311,COX3,0.592,0.517,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
4693,68263,NDP,0.602,0.517,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.11,1,2013,2013,1,HPO
5032,67891,P2RY11,0.752,0.31,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5538,26433,PPT1,0.627,0.448,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5621,11429,PRNP,0.474,0.897,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
5663,11487,PSEN1,0.49,0.69,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.11,0,2005,2005,1,HPO
5664,11487,PSEN2,0.567,0.517,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6622,110197,SNCA,0.513,0.793,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.11,1,2016,2016,1,HPO
6653,13163,SORL1,0.619,0.483,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6908,67728,TBP,0.564,0.793,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
7292,104346,TNFSF4,0.582,0.69,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
7915,11690,ALDH5A1,0.609,0.345,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
9829,70750,DNAJC6,0.681,0.276,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
10347,15977,ABCA7,0.69,0.379,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
10452,16323,TOMM40,0.636,0.483,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
22891,11416,ZNF365,0.685,0.448,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
23400,236899,ATP13A2,0.611,0.276,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
27184,20662,DISC2,0.834,0.138,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54209,233900,TREM2,0.572,0.552,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54902,74522,TTC19,0.659,0.345,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
56978,57441,PRDM8,0.707,0.241,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
57338,213575,JPH3,0.619,0.414,C0018524,Hallucinations,disease,C10;C23;F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
18,11370,ABAT,0.639,0.276,C0019337,Heroin Dependence,disease,C25,Mental or Behavioral Dysfunction,0.2,,2000,2000,1,RGD
355,17101,FAS,0.393,0.862,C0019337,Heroin Dependence,disease,C25,Mental or Behavioral Dysfunction,0.2,,2004,2004,1,RGD
1815,54128,DRD4,0.536,0.414,C0019337,Heroin Dependence,disease,C25,Mental or Behavioral Dysfunction,0.06,1,2000,2014,6,LHGDN
3356,21354,HTR2A,0.488,0.759,C0019337,Heroin Dependence,disease,C25,Mental or Behavioral Dysfunction,0.02,1,2008,2009,2,LHGDN
4158,14276,MC2R,0.611,0.483,C0019337,Heroin Dependence,disease,C25,Mental or Behavioral Dysfunction,0.01,,2008,2008,1,LHGDN
4986,19224,OPRK1,0.596,0.483,C0019337,Heroin Dependence,disease,C25,Mental or Behavioral Dysfunction,0.22,1,2005,2016,3,RGD
5179,20103,PENK,0.59,0.655,C0019337,Heroin Dependence,disease,C25,Mental or Behavioral Dysfunction,0.2,,2013,2013,1,RGD
8863,12615,PER3,0.607,0.517,C0019337,Heroin Dependence,disease,C25,Mental or Behavioral Dysfunction,0.01,1,2008,2008,1,LHGDN
146849,403174,CCDC42,1,0.034,C0019337,Heroin Dependence,disease,C25,Mental or Behavioral Dysfunction,0.1,,2017,2017,1,GWASCAT
146849,403174,CCDC42,1,0.036,C0019337,Heroin Dependence,disease,C25,Mental or Behavioral Dysfunction,0.7,,2017,2017,1,GWASCAT
103,11606,ADAR,0.586,0.655,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
471,12896,ATIC,0.607,0.621,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
523,13382,ATP6V1A,0.672,0.448,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
529,13382,ATP6V1E1,0.624,0.621,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
701,14088,BUB1B,0.532,0.724,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
1193,15931,CLIC2,0.735,0.207,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2074,20682,ERCC6,0.507,0.69,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2218,22275,FKTN,0.522,0.586,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2261,11634,FGFR3,0.417,0.759,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2271,238055,FH,0.533,0.69,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3329,109828,HSPD1,0.481,0.793,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3423,15234,IDS,0.616,0.655,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3763,269378,KCNJ6,0.659,0.483,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
4204,14415,MECP2,0.463,0.862,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.4,,2010,2010,2,HPO
5296,20133,PIK3R2,0.594,0.655,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6506,228410,SLC1A2,0.572,0.517,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6709,13204,SPTAN1,0.611,0.552,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
6792,13385,CDKL5,0.551,0.448,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.11,1,2008,2008,1,HPO
7314,14467,UBB,0.633,0.552,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
7737,108960,RNF113A,0.713,0.483,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
8481,50909,OFD1,0.547,0.724,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
8867,12616,SYNJ1,0.627,0.345,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
9215,13194,LARGE1,0.53,0.621,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
9326,13511,ZNHIT3,0.676,0.345,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
10479,11428,SLC9A6,0.559,0.69,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
10535,104099,RNASEH2A,0.696,0.379,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
10585,228550,POMT1,0.559,0.552,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
11277,17196,TREX1,0.58,0.621,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
22931,71228,RAB18,0.586,0.552,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
23545,20016,ATP6V0A2,0.584,0.621,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
25939,18947,SAMHD1,0.645,0.552,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
29954,68797,POMT2,0.558,0.552,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
51091,69714,SEPSECS,0.701,0.276,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
51124,66208,IER3IP1,0.707,0.31,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
51807,27361,TUBA8,0.685,0.414,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54344,71764,DPM3,0.815,0.241,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54820,269941,NDE1,0.621,0.414,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
54872,75619,PIGG,0.773,0.172,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55275,223642,VPS53,0.659,0.379,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55624,636931,POMGNT1,0.557,0.483,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
55704,67490,CCDC88A,0.642,0.483,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
57477,66583,SHROOM4,0.752,0.345,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
60558,76044,GUF1,0.762,0.138,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
64116,72972,SLC39A8,0.667,0.483,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
64135,68145,IFIH1,0.524,0.759,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
64220,109212,STRA6,0.614,0.655,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.4,,2007,2007,1,HPO
64801,56306,ARV1,0.799,0.138,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
79147,83675,FKRP,0.514,0.586,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
79621,68675,RNASEH2B,0.72,0.379,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
83480,216805,PUS3,0.762,0.31,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
84153,328108,RNASEH2C,0.72,0.414,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
171023,22145,ASXL1,0.532,0.69,C0020796,Profound Mental Retardation,disease,C10;C23;F01;F03,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
275,12258,AMT,0.69,0.414,C0021125,Impulsive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
1387,15450,CREBBP,0.451,0.862,C0021125,Impulsive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
1786,18772,DNMT1,0.438,0.759,C0021125,Impulsive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2033,20495,EP300,0.489,0.828,C0021125,Impulsive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2334,12662,AFF2,0.707,0.345,C0021125,Impulsive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2653,19165,GCSH,0.743,0.276,C0021125,Impulsive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
2731,211389,GLDC,0.672,0.345,C0021125,Impulsive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
3097,20388,HIVEP2,0.72,0.379,C0021125,Impulsive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
8398,12145,PLA2G6,0.494,0.724,C0021125,Impulsive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
22995,50797,CEP152,0.667,0.379,C0021125,Impulsive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
57082,72691,KNL1,0.696,0.414,C0021125,Impulsive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
80199,81845,FUZ,0.624,0.483,C0021125,Impulsive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
81839,239436,VANGL1,0.6,0.483,C0021125,Impulsive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
83636,191578,C19orf12,0.667,0.379,C0021125,Impulsive Behavior,phenotype,F01,Mental or Behavioral Dysfunction,0.1,,,,0,HPO
320,12335,APBA1,0.762,0.241,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2017,2018,2,GWASCAT
487,13014,ATP2A1,0.707,0.276,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
659,14067,BMPR2,0.573,0.552,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
777,14309,CACNA1E,0.857,0.241,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
813,14635,CALU,0.762,0.172,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
862,74185,RUNX1T1,0.567,0.759,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
930,14609,CD19,0.483,0.724,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
1000,14751,CDH2,0.59,0.586,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
1112,15233,FOXN3,0.762,0.31,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
1158,21388,CKM,0.815,0.241,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
1201,15932,CLN3,0.614,0.586,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
1307,16590,COL16A1,1,0.034,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
1434,12265,CSE1L,0.621,0.586,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2017,2018,2,GWASCAT
1523,17939,CUX1,0.52,0.655,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
1564,18015,CYP2D7,0.773,0.276,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2017,2017,1,GWASCAT
1605,18145,DAG1,0.522,0.655,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
1630,18241,DCC,0.504,0.655,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
1803,18822,DPP4,0.5,0.69,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
1806,18822,DPYD,0.52,0.69,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
1839,18994,HBEGF,0.545,0.552,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
1993,20147,ELAVL2,0.6,0.621,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
2066,20682,ERBB4,0.494,0.69,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
2104,21452,ESRRG,0.785,0.241,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
2309,12374,FOXO3,0.489,0.759,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2017,2018,2,GWASCAT
2870,22589,GRK6,0.762,0.379,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
2895,12260,GRID2,0.672,0.345,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
3077,170767,HFE,0.44,0.69,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
3490,16000,IGFBP7,0.525,0.655,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2012,2012,1,GWASDB
3712,11423,IVD,0.727,0.414,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
3899,12289,AFF3,0.672,0.448,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
4124,13371,MAN2A1,0.752,0.31,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
4208,14415,MEF2C,0.57,0.483,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2017,2018,2,GWASCAT
4784,231329,NFIX,0.588,0.621,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
4905,19116,NSF,0.707,0.448,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
5079,68193,PAX5,0.507,0.621,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2012,2012,1,GWASDB
5188,20103,GATB,,,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
5253,66475,PHF2,0.773,0.276,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
5534,26433,PPP3R1,0.743,0.276,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
5571,224742,PRKAG1,,,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
5587,104112,PRKD1,0.569,0.655,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
5686,11515,PSMA5,0.663,0.414,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
5733,11535,PTGER3,0.645,0.552,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
5792,11686,PTPRF,0.659,0.448,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
5799,11688,PTPRN2,0.735,0.345,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
5800,11688,PTPRO,0.676,0.31,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
6138,12455,RPL15,0.727,0.379,C0021704,Intelligence,phenotype,F01,Mental Process,0.1,,2018,2018,1,GWASCAT
